ID,Name,Owner,Dine_Type,Mailing_Address,Billing_Address,Postal_Code,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Business_Owner_Year,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Guest_Capacity,Business_Start_Hour,Business_End_Hour,Franchise,Own_Lease,Income_052019_102019,Income_052020_102020,Income_052021_102021,Profit_052019_102019,Profit_052020_102020,Profit_052021_102021,Customers_Weekly_Before_Covid,Customers_Weekly_During_Covid,Customers_Weekly_During_Reopen,Helpfulness
2947,LA BANANE,Rafael Schuster,Restaurant,227 OSSINGTON AVE,227 OSSINGTON AVE,"NA",2733568592,5711788613,hepgudkrtl@mjbxretkv.zpx,"NA",11-20 years,11-20 years,27,24,2,37,7,34,Y,Y,N,N,Others,N,Average,142,9,21,Y,Lease,3117030,492595,3428088,11878,18671,7106,41,492,444,4
2948,LA BARISTA CAFE,Melisa Stokes,Restaurant,"22 ST CLAIR AVE E, Unit-7","22 ST CLAIR AVE E, Unit-7","NA",2838151942,1876819871,bv@t.brx,"NA",Over 20 years,6-10 years,29,23,14,23,10,4,Y,Y,Y,N,Greek,Y,Average,31,11,20,N,Own,2815762,793025,3995740,25120,13931,23358,229,304,40,1
2949,LA BELLA MANAGUA,Juan Lueilwitz,Restaurant,872 BLOOR ST W,872 BLOOR ST W,"NA",1264328279,5742962435,usfpq@nazcfsjxk.rqn,"NA",1-5 years,Over 20 years,27,14,23,13,6,29,Y,Y,Y,N,Japanese,N,Average,13,9,18,N,Own,370949,633696,720178,26,22860,23557,338,332,162,2
2950,LA BOHEME,Aurelia Kerluke,Restaurant,2481 YONGE ST,2481 YONGE ST,"NA",3986592964,3277466793,mrjkdgtcpn@gwoisqnka.qju,"NA",6-10 years,1-5 years,25,16,23,24,9,6,Y,Y,Y,N,Chinese,N,Average,20,10,21,N,Lease,1650792,913977,1871110,32731,967,12509,395,402,307,3
2951,LA BRUSCHETTA,Boyd Senger,Restaurant,1317 ST CLAIR AVE W,1317 ST CLAIR AVE W,"NA",7964696852,9125373126,pmv@mjnalqx.vez,"NA",1-5 years,1-5 years,12,29,22,19,11,38,Y,Y,Y,N,Italian,N,Average,85,12,20,Y,"Lease, want to purchase",3773941,721121,3291778,28326,14855,32036,311,387,451,3
2952,LA CAFE MICHI,Tamika Champlin,Restaurant,1802 PHARMACY AVE,1802 PHARMACY AVE,"NA",9623183796,8799171694,iecnwjma@gf.ukh,"NA",11-20 years,1-5 years,20,5,21,28,27,30,N,Y,N,N,Greek,N,Average,51,9,20,Y,Lease,433167,942739,1482996,8512,7235,27313,289,124,222,4
2953,LA CANTINA DEL PUEBLO,Jamison Schmidt,Restaurant,671 COLLEGE ST,671 COLLEGE ST,"NA",9863618542,1898297932,oglka@ycltudr.roc,"NA",1-5 years,1-5 years,27,1,29,39,14,10,Y,N,N,N,Japanese,N,High-end,138,12,19,N,Own,1660244,522237,2267352,22411,18258,12793,108,237,82,2
2954,LA CARNITA,Britta Volkman,Restaurant,501 COLLEGE ST,501 COLLEGE ST,"NA",6545894583,5421698516,wprml@ycnrw.nmi,"NA",Under 1 year,11-20 years,22,28,10,18,25,11,Y,Y,Y,N,Greek,Y,Average,124,12,20,N,Lease,4073793,392347,2386427,21199,23322,27341,439,22,320,2
2955,LA CARNITA,Brenton Homenick,Restaurant,130 EGLINTON AVE E,130 EGLINTON AVE E,"NA",1964216941,7541786843,fu@wvxymh.rbj,"NA",11-20 years,1-5 years,16,29,9,38,16,23,Y,Y,N,Y,Indian,Y,Average,55,11,21,N,Own,1515948,482751,4345837,6992,2436,38302,29,469,85,4
2956,LA CARNITA,Spencer Larson,Restaurant,295 ADELAIDE ST W,295 ADELAIDE ST W,"NA",8247928291,5282546329,ps@kyqsfdl.jtx,"NA",Over 20 years,Over 20 years,13,3,3,32,15,4,Y,Y,Y,N,Indian,N,Average,10,10,19,Y,Lease,539434,656489,2169717,9614,741,30215,29,260,452,2
2957,LA CARNITA,Eloy Predovic,Restaurant,780 QUEEN ST E,780 QUEEN ST E,"NA",8916721637,4633818621,b@awdbx.gur,"NA",1-5 years,6-10 years,19,12,9,14,25,38,N,N,Y,N,Thai,Y,Low-end,37,11,22,Y,Lease,1271495,510554,4949055,23925,14002,1724,218,291,113,3
2958,LA CHINGADA,Ariane Deckow,Restaurant,1242 DUNDAS ST W,1242 DUNDAS ST W,"NA",7528515217,8341656584,vbiafj@bekxsphq.xlm,"NA",1-5 years,6-10 years,25,7,8,28,2,31,Y,Y,Y,N,Indian,Y,Low-end,129,9,17,N,Lease,1953017,230458,651647,18941,2745,34852,128,366,59,4
2959,LA COCINA DE DONA JULIA,Shelton D'Amore,Restaurant,1545 DUPONT ST,1545 DUPONT ST,"NA",6424871862,8616937946,lepkxru@cn.zmr,"NA",Under 1 year,Under 1 year,27,22,19,35,35,4,N,N,Y,N,Italian,N,High-end,114,11,18,N,Own,4102168,879561,2102052,2511,13496,9780,407,434,478,4
2960,LA COSTENITA,Von Lind,Restaurant,"2481 FINCH AVE W, Bldg-0","2481 FINCH AVE W, Bldg-0","NA",5298128516,4526324873,covtyrakxe@ygratium.vgr,"NA",1-5 years,1-5 years,7,22,21,25,23,27,Y,Y,Y,N,Vietnamese,N,Low-end,59,10,21,N,Own,1334482,255858,3544497,16071,11556,1312,476,189,391,3
2961,LA COSTENITA COLOMBIANA,Waldo Rosenbaum,Restaurant,9 MILVAN DR,9 MILVAN DR,"NA",2586533572,7325916489,xkuphli@vzok.odv,"NA",11-20 years,11-20 years,8,5,15,10,30,17,Y,N,Y,Y,Japanese,Y,Average,114,12,18,N,Own,2832215,654267,4457175,18686,16948,2973,459,88,358,2
2962,LA CUBANA,Cathey Keeling,Restaurant,392 RONCESVALLES AVE,392 RONCESVALLES AVE,"NA",3875688415,4695638973,xghedpufcy@h.tjd,"NA",1-5 years,1-5 years,16,16,10,37,36,22,Y,Y,Y,Y,Mexican,N,Average,9,11,18,N,Lease,2777113,417603,1866517,27696,12882,29061,390,183,326,1
2963,LA CUBANA,Jasmin Schultz,Restaurant,1030 GERRARD ST E,1030 GERRARD ST E,"NA",8958572935,7849544836,msxonfr@sp.ycs,"NA",11-20 years,Over 20 years,6,17,6,25,8,10,N,Y,N,N,Korean,N,Average,66,11,19,N,Own,2057290,762574,4256390,13203,17159,25683,281,133,365,2
2964,LA CUBANA OSSINGTON,Deeann Kling,Restaurant,92 OSSINGTON AVE,92 OSSINGTON AVE,"NA",7231353714,7684354289,emkqoxyw@btfep.ebr,"NA",Under 1 year,Under 1 year,9,5,9,28,8,14,Y,N,Y,N,Chinese,N,Low-end,108,12,20,N,Lease,4087799,523567,560810,25004,11299,27829,147,465,490,1
2965,LA CUBANITA RESTAURANT,Logan Spinka,Restaurant,"9 MILVAN DR, UNIT-4","9 MILVAN DR, UNIT-4","NA",5276286591,7837146783,rghu@mxfsdgei.wlj,"NA",6-10 years,Under 1 year,19,5,21,18,18,7,Y,N,Y,Y,Mediterranean,Y,Average,118,10,18,N,Lease,2417263,825104,3618136,5886,19765,34786,25,308,406,3
2966,LA DOLCE VITA,Gisele Harber,Restaurant,142 KENDAL AVE,142 KENDAL AVE,"NA",9613967431,9816711729,fd@gu.jgy,"NA",11-20 years,1-5 years,13,18,27,39,25,26,Y,Y,Y,N,Mexican,N,Low-end,114,11,22,Y,"Lease, want to purchase",653783,925146,1226966,14502,10057,19386,50,96,96,4
2967,LA FAMIGILIA PIZZA,Lulu Ward,Restaurant,1555 O'CONNOR DR,1555 O'CONNOR DR,"NA",7253966839,8541623497,spemgnlujd@fhwbxy.wdn,"NA",11-20 years,6-10 years,11,6,13,10,16,11,N,Y,N,Y,American,Y,Low-end,64,12,18,Y,Lease,2223782,178141,54648,33424,24491,25249,326,357,25,2
2968,LA FENICE RESTAURANT,Eliz Dare,Restaurant,"319 KING ST W, Unit-1","319 KING ST W, Unit-1","NA",8294183548,1526488923,ju@p.ytd,"NA",1-5 years,1-5 years,22,2,21,39,29,29,Y,N,Y,N,Japanese,N,High-end,57,10,19,N,"Lease, want to purchase",4450540,463693,3862305,32205,22112,4370,79,6,312,2
2969,LA FORCHETTA,Phebe Dicki,Restaurant,613 COLLEGE ST,613 COLLEGE ST,"NA",5846429813,7959235784,v@m.wqe,"NA",Under 1 year,11-20 years,16,6,29,12,22,3,Y,N,N,N,Others,N,Low-end,144,12,17,N,Lease,432254,531429,2273938,25516,17815,31290,370,116,433,1
2970,LA GROTTA PIZZERIA,Silas Greenfelder,Restaurant,951 PAPE AVE,951 PAPE AVE,"NA",3173916358,4711234672,macwnru@keztqaivud.fyp,"NA",11-20 years,6-10 years,22,26,11,16,4,6,Y,N,Y,N,Greek,Y,Average,72,10,18,N,Lease,4508576,83379,607093,6633,1970,14815,309,107,174,3
2971,LA GUANAQUITA,Louise Funk,Restaurant,1621 WILSON AVE,1621 WILSON AVE,"NA",6323494396,2198922817,zycnqvsm@sdhvmp.hbj,"NA",11-20 years,1-5 years,12,27,3,18,23,13,Y,Y,Y,Y,Others,N,High-end,110,10,21,N,Lease,430864,305251,4400618,33975,16319,5758,495,380,322,3
2972,LA ISLA,Domenica Koepp,Restaurant,3525 BATHURST ST,3525 BATHURST ST,"NA",4577486198,3587349185,yifocabls@zbwitgex.pno,"NA",1-5 years,Over 20 years,12,9,1,12,33,18,Y,N,Y,N,Korean,N,Low-end,40,11,22,Y,Lease,226446,524190,4526749,30283,13408,33880,179,393,315,3
2973,LA LIGA,Domingo Sauer,Restaurant,1107 FINCH AVE W,1107 FINCH AVE W,"NA",9135319157,9674987365,yeilcar@aqmv.bmh,"NA",1-5 years,11-20 years,14,15,1,12,2,23,Y,Y,Y,N,Others,N,Low-end,133,10,18,Y,Own,3446693,282442,1548681,12026,2407,14822,417,435,214,2
2974,LA LUCE RISTORANTE,Dottie DuBuque,Restaurant,4377 STEELES AVE W,4377 STEELES AVE W,"NA",4151622834,9383841273,bjixhosn@tqbin.bth,"NA",6-10 years,Over 20 years,10,16,2,37,19,25,Y,N,Y,Y,Italian,N,Low-end,75,11,19,N,Own,4306151,340899,2339439,16524,2638,23770,46,472,83,3
2975,LA MEXICANA RESTAURANT,Charlie Daugherty,Restaurant,3337 BATHURST ST,3337 BATHURST ST,"NA",9248191634,9854831932,surlfikw@xovnlkrt.cjh,"NA",1-5 years,Over 20 years,20,28,24,18,32,28,N,N,Y,N,Chinese,Y,Low-end,52,12,20,N,"Lease, want to purchase",3950297,307547,3499248,8365,23413,28014,267,71,499,1
2976,LA NUIT SHANGHAI,Noe Littel,Restaurant,26 ALEXANDER ST,26 ALEXANDER ST,"NA",3713989457,6988743291,rgjywtk@mogvpfblk.chg,"NA",Over 20 years,1-5 years,25,18,9,15,39,6,N,Y,Y,N,Chinese,N,Low-end,72,11,20,N,"Lease, want to purchase",1642749,373521,3038916,7790,11951,29288,386,31,154,2
2977,LA PAELLA,Shalon Gulgowski,Restaurant,1146 QUEEN ST E,1146 QUEEN ST E,"NA",2548758915,6293764875,nyhdarxev@msoag.cak,"NA",Under 1 year,1-5 years,27,26,29,17,24,20,Y,N,N,Y,Italian,N,Low-end,11,12,17,N,Own,2904652,413433,254160,19965,9667,25522,424,43,136,2
2978,LA PALETTE,Lindsey Monahan,Restaurant,492 QUEEN ST W,492 QUEEN ST W,"NA",7592842438,9629283798,zindxkpog@ick.bqf,"NA",Under 1 year,6-10 years,7,18,24,18,15,18,N,N,Y,N,Vietnamese,N,Average,49,11,19,N,Own,2919218,161702,4547362,11818,12515,28893,496,167,472,4
2979,LA PALMA,Lula Purdy,Restaurant,849 DUNDAS ST W,849 DUNDAS ST W,"NA",5279749418,4824933496,ksjztqago@jrnc.hkl,"NA",11-20 years,11-20 years,26,4,22,16,14,10,Y,N,Y,N,American,N,Low-end,69,10,22,N,Lease,2463193,911963,802195,33342,2645,38568,112,161,99,1
2980,LA PASIVA,Vanetta Paucek,Restaurant,896 WILSON AVE,896 WILSON AVE,"NA",1958236735,5328934821,agwsnbfcv@e.gvr,"NA",Under 1 year,Under 1 year,6,16,2,38,22,7,Y,Y,Y,N,Greek,Y,High-end,84,9,17,Y,Lease,3691393,362274,1028181,14596,9727,22092,375,64,72,3
2981,LA PASTRY,Marlin Zieme,Restaurant,449 MCNICOLL AVE,449 MCNICOLL AVE,"NA",2533681948,6744126174,kmutawon@eqpsbth.dte,"NA",Under 1 year,6-10 years,7,23,17,16,13,3,Y,N,Y,N,Mexican,N,High-end,51,10,22,Y,Lease,2816747,394389,1021557,34828,11540,3876,163,295,302,2
2982,LA PREP,Cletus Satterfield,Restaurant,125 QUEENS QUAY E,125 QUEENS QUAY E,"NA",5969425967,4831569852,qwbs@ymuoi.dxs,"NA",1-5 years,1-5 years,26,5,9,24,22,5,Y,Y,Y,Y,Japanese,Y,Low-end,48,12,19,N,Own,4662259,751986,140721,1093,16418,17004,403,488,323,3
2983,LA PREP,Laila Mueller,Restaurant,3 CONCORDE GT,3 CONCORDE GT,"NA",7621927451,2138245972,ucw@xrucpj.sqn,"NA",1-5 years,Under 1 year,11,9,1,31,32,29,Y,Y,N,N,Japanese,N,Average,9,11,20,Y,Own,1898626,352256,3108234,5828,9123,9395,25,20,173,4
2984,LA PREP,Alishia Connelly,Restaurant,"901 KING ST W, Unit-102","901 KING ST W, Unit-102","NA",6828927826,8974323685,gpecqwy@nxftmyke.ngr,"NA",6-10 years,1-5 years,5,25,25,27,7,27,Y,Y,Y,N,Indian,N,Average,32,9,19,Y,Lease,1180023,661022,952262,39808,329,32678,38,182,419,1
2985,LA PREP,Charlie Rath,Restaurant,"2863 ELLESMERE RD, Unit-214C","2863 ELLESMERE RD, Unit-214C","NA",5172959416,7463656452,iwnulvebjt@skvqxef.qoi,"NA",1-5 years,Under 1 year,6,1,13,13,19,30,Y,N,Y,N,Mexican,Y,Low-end,80,12,19,N,Lease,4017123,300651,4738558,30497,12372,29470,324,259,398,2
2986,LA PREP,Adan Goodwin,Restaurant,160 BLOOR ST E,160 BLOOR ST E,"NA",2315475618,6847987915,mgqa@ark.sbk,"NA",Under 1 year,Over 20 years,10,21,26,21,36,12,Y,N,Y,N,Indian,N,Low-end,55,11,20,Y,Lease,3009882,862734,305003,12800,4197,7182,371,420,165,4
2987,LA PREP,Lindsey Ruecker,Restaurant,10 CARLSON CRT,10 CARLSON CRT,"NA",4626341798,7391595187,lw@g.qtl,"NA",11-20 years,Under 1 year,27,9,29,27,22,9,Y,N,Y,N,Chinese,N,Average,129,9,17,N,Own,2787779,268601,4473698,27159,17298,22231,48,313,137,4
2988,LA PREP,Launa Russel,Restaurant,1 QUEEN ST E,1 QUEEN ST E,"NA",4399759183,8692845739,gljvmtacyq@xmizwuahdp.uqx,"NA",Under 1 year,Over 20 years,6,10,18,10,1,15,Y,N,Y,N,Chinese,N,High-end,33,10,18,Y,Own,2381420,512445,234580,32862,9932,106,349,334,28,3
2989,LA PREP,Lawerence Bahringer,Restaurant,20 ADELAIDE ST E,20 ADELAIDE ST E,"NA",9715935329,7696342856,ypcinrdl@kmnta.deu,"NA",1-5 years,11-20 years,14,28,18,23,26,1,Y,Y,N,N,Korean,N,Average,90,12,18,Y,Lease,4787865,553949,2617356,12819,12213,24590,237,251,216,1
2990,LA PREP,Felix Nienow,Restaurant,"4700 KEELE ST, Unit-7","4700 KEELE ST, Unit-7","NA",1836711425,9858349856,figuztcqvx@gxqw.vmr,"NA",1-5 years,11-20 years,19,4,9,25,7,7,Y,Y,Y,Y,Mexican,N,Average,90,11,17,N,Lease,529104,223518,636807,17230,20488,2750,281,254,74,3
2991,LA PREP (DAILY FRESH),Ron Marquardt,Restaurant,79 WELLINGTON ST W,79 WELLINGTON ST W,"NA",4357829864,1964281286,lrhusqxy@qecznjhvdi.rlq,"NA",1-5 years,11-20 years,27,4,21,33,16,20,Y,Y,Y,N,Vietnamese,N,Average,36,11,21,Y,Lease,490250,923537,4829576,24741,12159,16927,326,441,88,1
2992,LA PREP DAILY FRESH,Ivana Hintz,Restaurant,18 YORK ST,18 YORK ST,"NA",4263481346,8599648716,k@x.afu,"NA",1-5 years,6-10 years,28,26,14,15,5,20,Y,Y,Y,Y,Indian,N,Average,144,12,22,N,Lease,1779145,536415,3506499,16009,15225,25102,417,34,175,3
2993,LA PUPUSA LOKA,Germaine Wuckert,Restaurant,887 WILSON AVE,887 WILSON AVE,"NA",3696252375,6792786573,ehvtyzm@yitnaspkq.oiy,"NA",11-20 years,Under 1 year,20,21,29,37,0,13,Y,N,Y,N,Vietnamese,N,Average,139,9,21,N,Lease,3986228,908268,1482247,32408,9063,38951,55,190,394,2
2994,LA REV,Wonda Pagac,Restaurant,2848 DUNDAS ST W,2848 DUNDAS ST W,"NA",6294753476,1799729125,igufoymr@bfoam.tfx,"NA",1-5 years,1-5 years,21,11,28,23,39,30,Y,Y,N,N,Chinese,N,Average,39,9,22,N,"Lease, want to purchase",1242884,501609,4356960,927,2965,21943,109,158,377,1
2995,LA RISATA RESTAURANT,Audria Murray,Restaurant,"2777 STEELES AVE W, Unit-14-15","2777 STEELES AVE W, Unit-14-15","NA",6958922489,5924194735,mx@u.meb,"NA",1-5 years,1-5 years,29,9,2,28,5,19,Y,Y,Y,N,Mexican,Y,Average,34,10,21,N,Lease,4158607,989950,1851649,33896,6893,18742,297,221,212,3
2996,LA ROSSINI RESTAURANT,Shameka Douglas,Restaurant,1988 AVENUE RD,1988 AVENUE RD,"NA",3823155423,7913695468,feycsbavq@lrnuaoxmh.ymv,"NA",11-20 years,Under 1 year,13,10,24,20,25,34,Y,Y,Y,Y,Mediterranean,N,High-end,140,9,21,N,Lease,3228452,622933,3352814,34141,24190,29783,173,8,354,3
2997,LA SANI GRILL,Rosamond Stanton,Restaurant,2058 ELLESMERE RD,2058 ELLESMERE RD,"NA",3511438631,1425642984,jezwplon@r.qgx,"NA",11-20 years,11-20 years,23,11,9,28,39,18,Y,Y,N,N,Mexican,Y,Low-end,18,9,17,N,Lease,4780743,565589,4059322,21269,11471,22845,69,61,20,2
2998,LA SIRENA,Justina Kuphal,Restaurant,260 MANITOBA ST,260 MANITOBA ST,"NA",7262146152,8252158749,rmbeg@rpagentzlc.ebo,"NA",6-10 years,Under 1 year,13,11,29,12,30,1,Y,N,N,N,Vietnamese,N,High-end,47,10,20,Y,"Lease, want to purchase",2559518,6008,2663961,13391,20530,14457,177,228,93,4
2999,LA TAZZA CAFE,Carter Gottlieb,Restaurant,"2200 YONGE ST, 204","2200 YONGE ST, 204","NA",8911967846,8238673846,xqcao@ryehvxs.ilb,"NA",11-20 years,Over 20 years,19,16,17,25,4,10,Y,Y,Y,N,Greek,N,Average,128,11,22,N,Lease,1576943,364969,2097265,14659,7368,37546,326,215,20,2
3000,LA TORTILLERIA,Lane Renner,Restaurant,817 KIPLING AVE,817 KIPLING AVE,"NA",6782145438,3721564278,yaibthq@adqb.src,"NA",Under 1 year,6-10 years,22,16,29,33,9,25,Y,Y,Y,N,Indian,Y,High-end,58,9,19,Y,Lease,4789670,774496,3821646,28424,20937,4414,137,15,176,1
3001,LA TORTILLERIA,Vanessa Renner,Restaurant,1009 DUFFERIN ST,1009 DUFFERIN ST,"NA",2345731297,4583265372,aei@csmzu.qdj,"NA",Under 1 year,6-10 years,11,23,20,12,38,23,Y,N,Y,N,Vietnamese,N,Average,140,9,18,N,Own,56325,902386,3097183,6865,21458,26858,83,24,349,4
3002,LA TRAVIATA,Hermina Armstrong,Restaurant,852 WILSON AVE,852 WILSON AVE,"NA",1456214295,5826412839,zqxor@fwhijbnayo.xbr,"NA",1-5 years,Under 1 year,13,4,19,27,7,5,Y,Y,Y,N,Others,N,Low-end,42,9,20,N,Own,3246683,979001,2653169,38151,19797,952,106,164,250,4
3003,LA VECCHIA RESTAURANT,Kirk McCullough,Restaurant,2405A YONGE ST,2405A YONGE ST,"NA",3147159318,6579645287,qwzjlfgkhs@bmpw.iuy,"NA",1-5 years,1-5 years,23,26,25,36,9,15,Y,N,Y,N,Greek,N,Average,55,12,18,N,Lease,4964072,577609,4467050,17026,14463,25379,39,153,136,1
3004,LA VECCHIA RISTORANTE,Lorretta Wiza,Restaurant,90 MARINE PARADE DR,90 MARINE PARADE DR,"NA",2945294732,3571769853,domkbhavw@uamcjxtqf.pgf,"NA",6-10 years,Under 1 year,18,16,14,26,34,24,Y,Y,Y,N,Others,N,Average,90,12,22,N,Own,1119865,848267,3196253,34594,1066,7312,71,29,242,1
3005,LA VERANDA OSTERIA,Roxy Morar,Restaurant,946 ROYAL YORK RD,946 ROYAL YORK RD,"NA",2174532869,3894234325,abgspidy@gxpnlskbiu.ude,"NA",Under 1 year,1-5 years,21,22,10,39,16,38,Y,Y,Y,N,Chinese,Y,Average,148,12,19,N,Lease,3854167,98013,2738059,17320,21662,4410,0,183,387,2
3006,LA'S,Hallie McKenzie,Restaurant,121 RICHMOND ST W,121 RICHMOND ST W,"NA",6499781329,3166252985,rnhbu@jvhlqtca.ocv,"NA",6-10 years,Under 1 year,19,28,18,18,12,21,N,N,Y,N,Korean,N,High-end,67,10,22,N,Lease,1080195,171566,612585,26792,12602,6810,187,261,404,1
3007,LABORA,Jewell Russel,Restaurant,433 KING ST W,433 KING ST W,"NA",3868527215,6711757814,hgfbeuvz@gmxjbsiec.fon,"NA",6-10 years,Under 1 year,28,13,18,13,30,33,Y,Y,Y,N,Thai,Y,Average,38,9,19,N,Lease,3203496,976406,836959,20061,16536,26097,150,56,219,4
3008,LAC VIEN PHO & CAFE,Danika Bogisich,Restaurant,141 CARTWRIGHT AVE,141 CARTWRIGHT AVE,"NA",3863212368,5396838219,xvkl@a.ciu,"NA",6-10 years,Under 1 year,18,21,5,33,15,35,Y,Y,Y,N,Mexican,Y,Average,94,9,19,N,Own,2250768,645199,3461977,1169,8113,39497,429,84,173,4
3009,LADY MARMALADE,Cletus Legros,Restaurant,265 BROADVIEW AVE,265 BROADVIEW AVE,"NA",1963214618,4294574176,x@gwuvbzm.hqt,"NA",Under 1 year,11-20 years,26,24,19,11,6,11,Y,Y,Y,N,Greek,Y,Low-end,104,11,22,N,Lease,1433752,714275,39994,28359,2440,7512,361,194,164,4
3010,LAHORE CHAAT & DESI BURGER HOUSE,Charisse O'Kon,Restaurant,1344 GERRARD ST E,1344 GERRARD ST E,"NA",1421838725,4385916723,jweba@js.hlw,"NA",1-5 years,Under 1 year,9,7,18,17,19,23,Y,Y,Y,N,Greek,N,High-end,64,12,22,N,Lease,3450464,810475,3565690,24011,16022,36150,341,465,412,1
3011,LAHORE TIKKA HOUSE,Candace Welch,Restaurant,1365 GERRARD ST E,1365 GERRARD ST E,"NA",8627241543,1399364958,qaul@fdw.yrb,"NA",11-20 years,1-5 years,5,26,22,36,10,21,Y,N,N,N,Thai,Y,Low-end,130,12,20,N,Own,2676921,871725,844394,25886,19952,6538,128,471,94,3
3012,LAHORI TASTE & BURGER HOUSE,Jessia Simonis,Restaurant,1346 GERRARD ST E,1346 GERRARD ST E,"NA",2178179142,6258435436,ydpu@higjunl.qnr,"NA",1-5 years,Over 20 years,8,8,17,31,24,5,Y,Y,N,N,Vietnamese,Y,Low-end,85,9,21,N,Lease,1602698,888827,3129718,28598,21647,30995,220,100,346,4
3013,LAI WAH HEEN RESTAURANT,Adalberto Cummings,Restaurant,108 CHESTNUT ST,108 CHESTNUT ST,"NA",5216724756,2313247962,jtmofhywb@spoyile.ltv,"NA",Under 1 year,11-20 years,13,11,11,36,13,29,Y,N,Y,N,Vietnamese,N,High-end,112,12,20,N,Lease,159387,294391,4147446,6739,16717,39699,340,193,23,4
3014,LAISSEZ  FAIRE,Eugena Senger,Restaurant,"589 KING ST W, Flr-2","589 KING ST W, Flr-2","NA",8694278391,8745132631,rjwih@tnhiykwr.tch,"NA",Under 1 year,Under 1 year,21,8,17,37,1,15,N,Y,N,N,Greek,N,Low-end,116,11,18,N,Own,1005323,509650,125555,1343,9747,16698,349,64,458,1
3015,LAKE HOUSE,Darren Kuvalis,Restaurant,909 LAKE SHORE BLVD W,909 LAKE SHORE BLVD W,"NA",7831848916,3675633789,teakci@bet.xzw,"NA",1-5 years,11-20 years,8,1,11,28,34,18,N,Y,Y,N,Chinese,N,Average,105,11,18,Y,Lease,1687279,315712,4181464,5241,23096,24512,322,173,98,1
3016,LAKE HOUSE PREP KITCHEN,Victor Schowalter,Restaurant,909 LAKE SHORE BLVD W,909 LAKE SHORE BLVD W,"NA",9574791723,9837685418,sfcz@racgmshon.vzf,"NA",11-20 years,11-20 years,6,9,11,23,34,23,Y,Y,Y,N,Greek,Y,Low-end,21,12,21,N,Own,3170101,672056,135566,23820,2626,36116,239,467,174,3
3017,LAKE INEZ,Augustine Ryan,Restaurant,1471 GERRARD ST E,1471 GERRARD ST E,"NA",2397255473,2371698612,qltrnwavo@nqi.gup,"NA",11-20 years,1-5 years,29,6,13,28,34,19,Y,Y,Y,N,Japanese,N,Average,97,11,19,N,Own,4134194,750186,3814547,30092,3642,24007,249,244,486,3
3018,LAKESHORE GRILL,Lesia Hane,Restaurant,400 KIPLING AVE,400 KIPLING AVE,"NA",8565391346,7493177135,pvl@iaecvqu.ryt,"NA",6-10 years,6-10 years,13,5,9,29,15,35,Y,Y,Y,N,American,N,Low-end,127,11,19,N,Lease,150414,822627,3634507,2962,15758,38618,82,55,305,2
3019,LAKESHORE SUPER SUBMARINE,Scott Kunde,Restaurant,2939 LAKE SHORE BLVD W,2939 LAKE SHORE BLVD W,"NA",9742955491,9466471735,ejasxno@gm.uiz,"NA",6-10 years,11-20 years,10,3,21,20,20,14,N,N,Y,N,Mediterranean,Y,Low-end,25,9,17,N,Own,3424275,152291,2952897,32585,2495,37780,93,82,482,4
3020,LAKEVIEW RESTAURANT,Gerry Langworth,Restaurant,1402 KINGSTON RD,1402 KINGSTON RD,"NA",9651788347,4516243218,qahflu@sxauj.yka,"NA",1-5 years,Over 20 years,20,28,25,25,35,13,Y,N,Y,N,Japanese,N,Average,141,12,20,Y,Lease,258968,269282,1869259,30341,8203,27406,74,171,189,3
3021,LALIBELA CUISINE,Mireille Jast,Restaurant,"869 BLOOR ST W, Unit-A","869 BLOOR ST W, Unit-A","NA",5347844651,3248132985,ejrlw@qsnlzdejx.uwy,"NA",1-5 years,Over 20 years,20,20,16,11,14,21,Y,N,Y,N,Japanese,N,Average,31,9,21,Y,"Lease, want to purchase",3849805,187940,4187864,3595,19247,27320,324,108,484,2
3022,LALIBELA CUISINE,Britt Flatley,Restaurant,1216 DANFORTH AVE,1216 DANFORTH AVE,"NA",9587894653,4198632918,amrp@cbhgzrqvp.alh,"NA",6-10 years,1-5 years,27,15,27,39,18,37,Y,N,N,N,Others,Y,High-end,112,10,22,Y,Own,331608,470800,1068036,28713,17221,19122,222,349,190,1
3023,LALIBELA LOUNGE,Beckie Lakin,Restaurant,869 BLOOR ST W,869 BLOOR ST W,"NA",5463814725,8536712569,dfnjcq@quxsebjm.dqo,"NA",11-20 years,1-5 years,5,13,29,13,0,10,Y,Y,Y,N,Indian,Y,High-end,144,10,22,N,Lease,4992657,502829,1069729,4147,7081,5777,77,27,222,3
3024,LALITAS PLACE,Luann Abbott,Restaurant,"15 LAPSLEY RD, Unit-15","15 LAPSLEY RD, Unit-15","NA",7156123462,3544326782,jckzmg@gkasbrpuvd.npw,"NA",Over 20 years,Over 20 years,19,18,12,31,36,21,Y,Y,Y,N,Thai,N,Low-end,26,10,17,N,Lease,2614259,218872,4233906,27008,23876,20808,142,388,308,1
